source,title,url,published,summary
arXiv cs.CL,Causal Representation Learning with Generative Artificial Intelligence: Application to Texts as Treatments,https://arxiv.org/abs/2410.00903,2025-09-09 04:00:00+0000,"arXiv:2410.00903v4 Announce Type: replace-cross 
Abstract: In this paper, we demonstrate how to enhance the validity of causal inference with unstructured high-dimensional treatments like texts, by leveraging the power of generative Artificial Intelligence (GenAI). Specifically, we propose to use a deep generative model such as large language models (LLMs) to efficiently generate treatments and use their internal representation for subsequent causal effect estimation. We show that the knowledge of this true internal representation helps disentangle the treatment features of interest, such as specific sentiments and certain topics, from other possibly unknown confounding features. Unlike existing methods, the proposed GenAI-Powered Inference (GPI) methodology eliminates the need to learn causal representation from the data, and hence produces more accurate and efficient estimates. We formally establish the conditions required for the nonparametric identification of the average treatment effect, propose an estimation strategy that avoids the violation of the overlap assumption, and derive the asymptotic properties of the proposed estimator through the application of double machine learning. Finally, using an instrumental variables approach, we extend the proposed GPI methodology to the settings in which the treatment feature is based on human perception. The GPI is also applicable to text reuse where an LLM is used to regenerate existing texts. We conduct simulation and empirical studies, using the generated text data from an open-source LLM, Llama~3, to illustrate the advantages of our estimator over state-of-the-art causal representation learning algorithms."
arXiv cs.CL,BeSimulator: A Large Language Model Powered Text-based Behavior Simulator,https://arxiv.org/abs/2409.15865,2025-09-09 04:00:00+0000,"arXiv:2409.15865v2 Announce Type: replace-cross 
Abstract: Traditional robot simulators focus on physical process modeling and realistic rendering, often suffering from high computational costs, inefficiencies, and limited adaptability. To handle this issue, we concentrate on behavior simulation in robotics to analyze and validate the logic behind robot behaviors, aiming to achieve preliminary evaluation before deploying resource-intensive simulators and thus enhance simulation efficiency. In this paper, we propose BeSimulator, a modular and novel LLM-powered framework, as an attempt towards behavior simulation in the context of text-based environments. By constructing text-based virtual environments and performing semantic-level simulation, BeSimulator can generalize across scenarios and achieve long-horizon complex simulation. Inspired by human cognition paradigm, it employs a ``consider-decide-capture-transfer'' four-phase simulation process, termed Chain of Behavior Simulation (CBS), which excels at analyzing action feasibility and state transition. Additionally, BeSimulator incorporates code-driven reasoning to enable arithmetic operations and enhance reliability, and reflective feedback to refine simulation. Based on our manually constructed behavior-tree-based simulation benchmark, BTSIMBENCH, our experiments show a significant performance improvement in behavior simulation compared to baselines, ranging from 13.60% to 24.80%. Code and data are available at https://github.com/Dawn888888/BeSimulator."
arXiv cs.CL,Towards No-Code Programming of Cobots: Experiments with Code Synthesis by Large Code Models for Conversational Programming,https://arxiv.org/abs/2409.11041,2025-09-09 04:00:00+0000,"arXiv:2409.11041v4 Announce Type: replace 
Abstract: While there has been a lot of research recently on robots in household environments, at the present time, most robots in existence can be found on shop floors, and most interactions between humans and robots happen there. ``Collaborative robots'' (cobots) designed to work alongside humans on assembly lines traditionally require expert programming, limiting ability to make changes, or manual guidance, limiting expressivity of the resulting programs. To address these limitations, we explore using Large Language Models (LLMs), and in particular, their abilities of doing in-context learning, for conversational code generation. As a first step, we define RATS, the ``Repetitive Assembly Task'', a 2D building task designed to lay the foundation for simulating industry assembly scenarios. In this task, a `programmer' instructs a cobot, using natural language, on how a certain assembly is to be built; that is, the programmer induces a program, through natural language. We create a dataset that pairs target structures with various example instructions (human-authored, template-based, and model-generated) and example code. With this, we systematically evaluate the capabilities of state-of-the-art LLMs for synthesising this kind of code, given in-context examples. Evaluating in a simulated environment, we find that LLMs are capable of generating accurate `first order code' (instruction sequences), but have problems producing `higher-order code' (abstractions such as functions, or use of loops)."
arXiv cs.CL,Self-Alignment: Improving Alignment of Cultural Values in LLMs via In-Context Learning,https://arxiv.org/abs/2408.16482,2025-09-09 04:00:00+0000,"arXiv:2408.16482v2 Announce Type: replace 
Abstract: Improving the alignment of Large Language Models (LLMs) with respect to the cultural values that they encode has become an increasingly important topic. In this work, we study whether we can exploit existing knowledge about cultural values at inference time to adjust model responses to cultural value probes. We present a simple and inexpensive method that uses a combination of in-context learning (ICL) and human survey data, and show that we can improve the alignment to cultural values across 5 models that include both English-centric and multilingual LLMs. Importantly, we show that our method could prove useful in test languages other than English and can improve alignment to the cultural values that correspond to a range of culturally diverse countries."
arXiv cs.CL,Affective Computing in the Era of Large Language Models: A Survey from the NLP Perspective,https://arxiv.org/abs/2408.04638,2025-09-09 04:00:00+0000,"arXiv:2408.04638v2 Announce Type: replace 
Abstract: Affective Computing (AC) integrates computer science, psychology, and cognitive science to enable machines to recognize, interpret, and simulate human emotions across domains such as social media, finance, healthcare, and education. AC commonly centers on two task families: Affective Understanding (AU) and Affective Generation (AG). While fine-tuned pre-trained language models (PLMs) have achieved solid AU performance, they often generalize poorly across tasks and remain limited for AG, especially in producing diverse, emotionally appropriate responses. The advent of Large Language Models (LLMs) (e.g., ChatGPT and LLaMA) has catalyzed a paradigm shift by offering in-context learning, broader world knowledge, and stronger sequence generation. This survey presents an NLP-oriented overview of AC in the LLM era. We (i) consolidate traditional AC tasks and preliminary LLM-based studies; (ii) review adaptation techniques that improve AU/AG, including Instruction Tuning (full and parameter-efficient methods such as LoRA, P-/Prompt-Tuning), Prompt Engineering (zero/few-shot, chain-of-thought, agent-based prompting), and Reinforcement Learning. For the latter, we summarize RL from human preferences (RLHF), verifiable/programmatic rewards (RLVR), and AI feedback (RLAIF), which provide preference- or rule-grounded optimization signals that can help steer AU/AG toward empathy, safety, and planning, achieving finer-grained or multi-objective control. To assess progress, we compile benchmarks and evaluation practices for both AU and AG. We also discuss open challenges-from ethics, data quality, and safety to robust evaluation and resource efficiency-and outline research directions. We hope this survey clarifies the landscape and offers practical guidance for building affect-aware, reliable, and responsible LLM systems."
arXiv cs.CL,A Principled Framework for Evaluating on Typologically Diverse Languages,https://arxiv.org/abs/2407.05022,2025-09-09 04:00:00+0000,"arXiv:2407.05022v3 Announce Type: replace 
Abstract: Beyond individual languages, multilingual natural language processing (NLP) research increasingly aims to develop models that perform well across languages generally. However, evaluating these systems on all the world's languages is practically infeasible. To attain generalizability, representative language sampling is essential. Previous work argues that generalizable multilingual evaluation sets should contain languages with diverse typological properties. However, 'typologically diverse' language samples have been found to vary considerably in this regard, and popular sampling methods are flawed and inconsistent. We present a language sampling framework for selecting highly typologically diverse languages given a sampling frame, informed by language typology. We compare sampling methods with a range of metrics and find that our systematic methods consistently retrieve more typologically diverse language selections than previous methods in NLP. Moreover, we provide evidence that this affects generalizability in multilingual model evaluation, emphasizing the importance of diverse language sampling in NLP evaluation."
arXiv cs.CL,ResearchArena: Benchmarking Large Language Models' Ability to Collect and Organize Information as Research Agents,https://arxiv.org/abs/2406.10291,2025-09-09 04:00:00+0000,"arXiv:2406.10291v3 Announce Type: replace-cross 
Abstract: Large language models (LLMs) excel across many natural language processing tasks but face challenges in domain-specific, analytical tasks such as conducting research surveys. This study introduces ResearchArena, a benchmark designed to evaluate LLMs' capabilities in conducting academic surveys -- a foundational step in academic research. ResearchArena models the process in three stages: (1) information discovery, identifying relevant literature; (2) information selection, evaluating papers' relevance and impact; and (3) information organization, structuring knowledge into hierarchical frameworks such as mind-maps. Notably, mind-map construction is treated as a bonus task, reflecting its supplementary role in survey-writing. To support these evaluations, we construct an offline environment of 12M full-text academic papers and 7.9K survey papers. To ensure ethical compliance, we do not redistribute copyrighted materials; instead, we provide code to construct the environment from the Semantic Scholar Open Research Corpus (S2ORC). Preliminary evaluations reveal that LLM-based approaches underperform compared to simpler keyword-based retrieval methods, though recent reasoning models such as DeepSeek-R1 show slightly better zero-shot performance. These results underscore significant opportunities for advancing LLMs in autonomous research. We open-source the code to construct the ResearchArena benchmark at https://github.com/cxcscmu/ResearchArena."
arXiv cs.CL,MedualTime: A Dual-Adapter Language Model for Medical Time Series-Text Multimodal Learning,https://arxiv.org/abs/2406.06620,2025-09-09 04:00:00+0000,"arXiv:2406.06620v4 Announce Type: replace-cross 
Abstract: The recent rapid advancements in language models (LMs) have garnered attention in medical time series-text multimodal learning. However, existing contrastive learning-based and prompt-based LM approaches tend to be biased, often assigning a primary role to time series modality while treating text modality as secondary. We classify these approaches under a temporal-primary paradigm, which may overlook the unique and critical task-relevant information embedded in text modality like clinical reports, thus failing to fully leverage mutual benefits and complementarity of different modalities. To fill this gap, we propose a novel textual-temporal multimodal learning paradigm that enables either modality to serve as the primary while being enhanced by the other, thereby effectively capturing modality-specific information and fostering cross-modal interaction. In specific, we design MedualTime, a language model composed of dual adapters to implement temporal-primary and textual-primary modeling simultaneously. Within each adapter, lightweight adaptation tokens are injected into the top layers of LM to encourage high-level modality fusion. The shared LM pipeline by dual adapters not only achieves adapter alignment but also enables efficient fine-tuning, reducing computational resources. Empirically, MedualTime demonstrates superior performance on medical data, achieving notable improvements of 8% accuracy and 12% F1 in supervised settings. Furthermore, MedualTime's transferability is validated by few-shot label transfer experiments from coarse-grained to fine-grained medical data. https://github.com/start2020/MedualTime"
arXiv cs.CL,Transforming Wearable Data into Personal Health Insights using Large Language Model Agents,https://arxiv.org/abs/2406.06464,2025-09-09 04:00:00+0000,"arXiv:2406.06464v4 Announce Type: replace-cross 
Abstract: Deriving personalized insights from popular wearable trackers requires complex numerical reasoning that challenges standard LLMs, necessitating tool-based approaches like code generation. Large language model (LLM) agents present a promising yet largely untapped solution for this analysis at scale. We introduce the Personal Health Insights Agent (PHIA), a system leveraging multistep reasoning with code generation and information retrieval to analyze and interpret behavioral health data. To test its capabilities, we create and share two benchmark datasets with over 4000 health insights questions. A 650-hour human expert evaluation shows that PHIA significantly outperforms a strong code generation baseline, achieving 84% accuracy on objective, numerical questions and, for open-ended ones, earning 83% favorable ratings while being twice as likely to achieve the highest quality rating. This work can advance behavioral health by empowering individuals to understand their data, enabling a new era of accessible, personalized, and data-driven wellness for the wider population."
arXiv cs.CL,Synth-SBDH: A Synthetic Dataset of Social and Behavioral Determinants of Health for Clinical Text,https://arxiv.org/abs/2406.06056,2025-09-09 04:00:00+0000,"arXiv:2406.06056v3 Announce Type: replace 
Abstract: Social and behavioral determinants of health (SBDH) play a crucial role in health outcomes and are frequently documented in clinical text. Automatically extracting SBDH information from clinical text relies on publicly available good-quality datasets. However, existing SBDH datasets exhibit substantial limitations in their availability and coverage. In this study, we introduce Synth-SBDH, a novel synthetic dataset with detailed SBDH annotations, encompassing status, temporal information, and rationale across 15 SBDH categories. We showcase the utility of Synth-SBDH on three tasks using real-world clinical datasets from two distinct hospital settings, highlighting its versatility, generalizability, and distillation capabilities. Models trained on Synth-SBDH consistently outperform counterparts with no Synth-SBDH training, achieving up to 63.75% macro-F improvements. Additionally, Synth-SBDH proves effective for rare SBDH categories and under-resource constraints while being substantially cheaper than expert-annotated real-world data. Human evaluation reveals a 71.06% Human-LLM alignment and uncovers areas for future refinements."
arXiv cs.CL,Linearly Controlled Language Generation with Performative Guarantees,https://arxiv.org/abs/2405.15454,2025-09-09 04:00:00+0000,"arXiv:2405.15454v2 Announce Type: replace 
Abstract: The increasing prevalence of Large Language Models (LMs) in critical applications highlights the need for controlled language generation strategies that are not only computationally efficient but that also enjoy performance guarantees. To achieve this, we use a common model of concept semantics as linearly represented in an LM's latent space. In particular, we take the view that natural language generation traces a trajectory in this continuous semantic space, realized by the language model's hidden activations. This view permits a control-theoretic treatment of text generation in latent space, in which we propose a lightweight, gradient-free intervention that dynamically steers trajectories away from regions corresponding to undesired meanings. In particular, we propose to directly intervene the activations of the token that is being generated in embedding space in an online fashion. Crucially, we do not simply steer activations towards a desirable region. Instead, our method relies on classical techniques from control theory to precisely control activations in a context-dependent way, and guarantees that they are brought into a specific pre-defined region of embedding space that corresponds to allowed semantics. Our intervention is computed in closed-form according to an optimal controller formulation, minimally impacting generation time. This control of the activations in embedding space allows for fine-grained steering of attributes of the generated sequence. We demonstrate the effectiveness of our approach on different objectives-- toxicity avoidance and sentiment control-- while maintaining text quality."
arXiv cs.CL,Repetition Improves Language Model Embeddings,https://arxiv.org/abs/2402.15449,2025-09-09 04:00:00+0000,"arXiv:2402.15449v2 Announce Type: replace 
Abstract: Bidirectional models are considered essential for strong text embeddings. Recent approaches to adapt autoregressive language models (LMs) into strong text embedding models have largely had the requirement to modify the LM architecture to be bidirectional. We challenge this premise by introducing ""echo embeddings"" which converts autoregressive LMs into high quality text embedding models without changing the architecture or requiring fine-tuning. By repeating the input and extracting embeddings from the repeated tokens -- which have access to all original tokens -- echo embeddings improve over classical LM embeddings by over 5% in zero-shot settings. Our zero-shot embeddings nearly match those obtained by bidirectionally-converted LMs that undergo additional masked-language modeling training. Echo embeddings are also compatible with supervised fine-tuning, matching or outperforming bidirectionally-converted LMs in an apples-to-apples comparison, even with an identical compute budget during training and inference. Overall, repetition is a simple and effective strategy to circumvent the need for bidirectional attention in embedding models, paving the way towards a unified architecture for all NLP tasks."
arXiv cs.CL,AnyGPT: Unified Multimodal LLM with Discrete Sequence Modeling,https://arxiv.org/abs/2402.12226,2025-09-09 04:00:00+0000,"arXiv:2402.12226v5 Announce Type: replace 
Abstract: We introduce AnyGPT, an any-to-any multimodal language model that utilizes discrete representations for the unified processing of various modalities, including speech, text, images, and music. AnyGPT can be trained stably without any alterations to the current large language model (LLM) architecture or training paradigms. Instead, it relies exclusively on data-level preprocessing, facilitating the seamless integration of new modalities into LLMs, akin to the incorporation of new languages. We build a multimodal text-centric dataset for multimodal alignment pre-training. Utilizing generative models, we synthesize the first large-scale any-to-any multimodal instruction dataset. It consists of 108k samples of multi-turn conversations that intricately interweave various modalities, thus equipping the model to handle arbitrary combinations of multimodal inputs and outputs. Experimental results demonstrate that AnyGPT is capable of facilitating any-to-any multimodal conversation while achieving performance comparable to specialized models across all modalities, proving that discrete representations can effectively and conveniently unify multiple modalities within a language model. Demos are shown in https://junzhan2000.github.io/AnyGPT.github.io/"
arXiv cs.CL,Support or Refute: Analyzing the Stance of Evidence to Detect Out-of-Context Mis- and Disinformation,https://arxiv.org/abs/2311.01766,2025-09-09 04:00:00+0000,"arXiv:2311.01766v5 Announce Type: replace 
Abstract: Mis- and disinformation online have become a major societal problem as major sources of online harms of different kinds. One common form of mis- and disinformation is out-of-context (OOC) information, where different pieces of information are falsely associated, e.g., a real image combined with a false textual caption or a misleading textual description. Although some past studies have attempted to defend against OOC mis- and disinformation through external evidence, they tend to disregard the role of different pieces of evidence with different stances. Motivated by the intuition that the stance of evidence represents a bias towards different detection results, we propose a stance extraction network (SEN) that can extract the stances of different pieces of multi-modal evidence in a unified framework. Moreover, we introduce a support-refutation score calculated based on the co-occurrence relations of named entities into the textual SEN. Extensive experiments on a public large-scale dataset demonstrated that our proposed method outperformed the state-of-the-art baselines, with the best model achieving a performance gain of 3.2% in accuracy. The source code and checkpoints are publicly available at https://github.com/yx3266/SEN."
arXiv cs.CL,Multiple Noises in Diffusion Model for Semi-Supervised Multi-Domain Translation,https://arxiv.org/abs/2309.14394,2025-09-09 04:00:00+0000,"arXiv:2309.14394v2 Announce Type: replace 
Abstract: In this work, we address the challenge of multi-domain translation, where the objective is to learn mappings between arbitrary configurations of domains within a defined set (such as $(D_1, D_2)\rightarrow{}D_3$, $D_2\rightarrow{}(D_1, D_3)$, $D_3\rightarrow{}D_1$, etc. for three domains) without the need for separate models for each specific translation configuration, enabling more efficient and flexible domain translation. We introduce Multi-Domain Diffusion (MDD), a method with dual purposes: i) reconstructing any missing views for new data objects, and ii) enabling learning in semi-supervised contexts with arbitrary supervision configurations. MDD achieves these objectives by exploiting the noise formulation of diffusion models, specifically modeling one noise level per domain. Similar to existing domain translation approaches, MDD learns the translation between any combination of domains. However, unlike prior work, our formulation inherently handles semi-supervised learning without modification by representing missing views as noise in the diffusion process. We evaluate our approach through domain translation experiments on BL3NDT, a multi-domain synthetic dataset designed for challenging semantic domain inversion, the BraTS2020 dataset, and the CelebAMask-HQ dataset."
NVIDIA Technical Blog,How to Build AI Systems In House with Outerbounds and DGX Cloud Lepton,https://developer.nvidia.com/blog/how-to-build-ai-systems-in-house-with-outerbounds-and-dgx-cloud-lepton/,2025-09-08 16:00:00+0000,"It’s easy to underestimate how many moving parts a real-world, production-grade AI system involves. Whether you're building an agent that combines internal..."
NVIDIA Technical Blog,How to Build AI Systems In House with Outerbounds and DGX Cloud Lepton,https://developer.nvidia.com/blog/how-to-build-ai-systems-in-house-with-outerbounds-and-dgx-cloud-lepton,2025-09-08 16:00:00+0000,"It’s easy to underestimate how many moving parts a real-world, production-grade AI system involves. Whether you're building an agent that combines internal..."
MIT Technology Review (All),The Download: introducing our 35 Innovators Under 35 list for 2025,https://www.technologyreview.com/2025/09/08/1123361/the-download-introducing-our-35-innovators-under-35-list-for-2025/,2025-09-08 12:10:00+0000,"This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. Introducing: our 35 Innovators Under 35 list for 2025 The world is full of extraordinary young people brimming with ideas for how to crack tough problems. Every year, we recognize 35 such individuals…"
MIT Technology Review (All),Why basic science deserves our boldest investment,https://www.technologyreview.com/2025/09/08/1123214/opinion-basic-science-research-funding/,2025-09-08 10:45:00+0000,"In December 1947, three physicists at Bell Telephone Laboratories—John Bardeen, William Shockley, and Walter Brattain—built a compact electronic device using thin gold wires and a piece of germanium, a material known as a semiconductor. Their invention, later named the transistor (for which they were awarded the Nobel Prize in 1956), could amplify and switch electrical…"
MIT Technology Review (All),How Yichao “Peak” Ji became a global AI app hitmaker,https://www.technologyreview.com/2025/09/08/1122642/ji-peak-yichao-innovator-manus-app-ai/,2025-09-08 10:30:00+0000,"Yichao “Peak” Ji is one of MIT Technology Review’s 2025 Innovators Under 35. Meet the rest of this year’s honorees.  When Yichao Ji—also known as “Peak”—appeared in a launch video for Manus in March, he didn’t expect it to go viral. Speaking in fluent English, the 32-year-old introduced the AI agent built by Chinese startup Butterfly…"
NVIDIA Technical Blog,Register for the Global Webinar: How to Prepare for NVIDIA Generative AI Certification,https://nvda.ws/4g1w81S,2025-09-07 15:00:00+0000,"Join a global webinar on Oct. 7 to get everything you need to succeed on the NVIDIA generative-AI certification exams, including the new professional level..."
MIT Technology Review (All),"The Download: longevity myths, and sewer-cleaning robots",https://www.technologyreview.com/2025/09/05/1123207/the-download-longevity-myths-and-sewer-cleaning-robots/,2025-09-05 12:10:00+0000,"This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. Putin says organ transplants could grant immortality. Not quite. —Jessica Hamzelou Earlier this week, my editor forwarded me a video of the leaders of Russia and China talking about immortality. “These days at…"
MIT Technology Review (All),Imagining the future of banking with agentic AI,https://www.technologyreview.com/2025/09/04/1123023/imagining-the-future-of-banking-with-agentic-ai/,2025-09-04 16:21:23+0000,"Agentic AI is coming of age. And with it comes new opportunities in the financial services sector. Banks are increasingly employing agentic AI to optimize processes, navigate complex systems, and sift through vast quantities of unstructured data to make decisions and take actions—with or without human involvement. “With the maturing of agentic AI, it is…"
MIT Technology Review (All),"The Download: unnerving AI avatars, and Trump’s climate gift to China",https://www.technologyreview.com/2025/09/04/1123066/the-download-unnerving-ai-avatars-and-trumps-climate-gift-to-china/,2025-09-04 12:10:00+0000,"This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. Synthesia’s AI clones are more expressive than ever. Soon they’ll be able to talk back. —Rhiannon Williams Earlier this summer, I visited the AI company Synthesia to give it what it needed to…"
NVIDIA Technical Blog,How to Run AI-Powered CAE Simulations,https://developer.nvidia.com/blog/how-to-run-ai-powered-cae-simulations/,2025-09-03 16:09:47+0000,"In modern engineering, the pace of innovation is closely linked to the ability to perform accelerated simulations. Computer-aided engineering (CAE) plays a..."
NVIDIA Technical Blog,How to Run AI-Powered CAE Simulations,https://developer.nvidia.com/blog/how-to-run-ai-powered-cae-simulations,2025-09-03 16:09:47+0000,"In modern engineering, the pace of innovation is closely linked to the ability to perform accelerated simulations. Computer-aided engineering (CAE) plays a..."
NVIDIA Technical Blog,North–South Networks: The Key to Faster Enterprise AI Workloads,https://developer.nvidia.com/blog/north-south-networks-the-key-to-faster-enterprise-ai-workloads/,2025-09-03 15:04:24+0000,"In AI infrastructure, data fuels the compute engine. With evolving agentic AI systems, where multiple models and services interact, fetch external context, and..."
NVIDIA Technical Blog,North–South Networks: The Key to Faster Enterprise AI Workloads,https://developer.nvidia.com/blog/north-south-networks-the-key-to-faster-enterprise-ai-workloads,2025-09-03 15:04:24+0000,"In AI infrastructure, data fuels the compute engine. With evolving agentic AI systems, where multiple models and services interact, fetch external context, and..."
NVIDIA Technical Blog,Cut Model Deployment Costs While Keeping Performance With GPU Memory Swap,https://developer.nvidia.com/blog/cut-model-deployment-costs-while-keeping-performance-with-gpu-memory-swap/,2025-09-02 18:44:27+0000,"Deploying large language models (LLMs) at scale presents a dual challenge: ensuring fast responsiveness during high demand, while managing the costs of GPUs...."
NVIDIA Technical Blog,Cut Model Deployment Costs While Keeping Performance With GPU Memory Swap,https://developer.nvidia.com/blog/cut-model-deployment-costs-while-keeping-performance-with-gpu-memory-swap,2025-09-02 18:44:27+0000,"Deploying large language models (LLMs) at scale presents a dual challenge: ensuring fast responsiveness during high demand, while managing the costs of GPUs...."
NVIDIA Technical Blog,Fine-Tuning gpt-oss for Accuracy and Performance with Quantization Aware Training,https://developer.nvidia.com/blog/fine-tuning-gpt-oss-for-accuracy-and-performance-with-quantization-aware-training/,2025-08-29 14:47:04+0000,"Major open-source foundational model releases are an exciting time for the AI community, bringing unique architectural innovations and capabilities. As the..."
NVIDIA Technical Blog,Fine-Tuning gpt-oss for Accuracy and Performance with Quantization Aware Training,https://developer.nvidia.com/blog/fine-tuning-gpt-oss-for-accuracy-and-performance-with-quantization-aware-training,2025-08-29 14:47:04+0000,"Major open-source foundational model releases are an exciting time for the AI community, bringing unique architectural innovations and capabilities. As the..."
NVIDIA Technical Blog,"How to Scale Your LangGraph Agents in Production From A Single User to 1,000 Coworkers",https://developer.nvidia.com/blog/how-to-scale-your-langgraph-agents-in-production-from-a-single-user-to-1000-coworkers/,2025-08-27 16:00:00+0000,"You’ve built a powerful AI agent and are ready to share it with your colleagues, but have one big fear: Will the agent work if 10, 100, or even 1,000..."
NVIDIA Technical Blog,"How to Scale Your LangGraph Agents in Production From A Single User to 1,000 Coworkers",https://developer.nvidia.com/blog/how-to-scale-your-langgraph-agents-in-production-from-a-single-user-to-1000-coworkers,2025-08-27 16:00:00+0000,"You’ve built a powerful AI agent and are ready to share it with your colleagues, but have one big fear: Will the agent work if 10, 100, or even 1,000..."
TechCrunch AI,How one AI startup is helping rice farmers battle climate change,https://techcrunch.com/2025/08/26/how-one-ai-startup-is-helping-rice-farmers-battle-climate-change/,2025-08-26 15:21:19+0000,Mitti Labs is working with The Nature Conservancy to expand the use of climate-friendly rice farming practices in India. The startup uses its AI to verify reductions in methane emissions.
NVIDIA Technical Blog,NVFP4 Trains with Precision of 16-Bit and Speed and Efficiency of 4-Bit,https://developer.nvidia.com/blog/nvfp4-trains-with-precision-of-16-bit-and-speed-and-efficiency-of-4-bit/,2025-08-25 17:59:23+0000,"In recent years, AI workloads have grown exponentially—not only in the deployment of large language models (LLMs) but also in the demand to process ever more..."
NVIDIA Technical Blog,NVFP4 Trains with Precision of 16-Bit and Speed and Efficiency of 4-Bit,https://developer.nvidia.com/blog/nvfp4-trains-with-precision-of-16-bit-and-speed-and-efficiency-of-4-bit,2025-08-25 17:59:23+0000,"In recent years, AI workloads have grown exponentially—not only in the deployment of large language models (LLMs) but also in the demand to process ever more..."
NVIDIA Technical Blog,"Introducing NVIDIA Jetson Thor, the Ultimate Platform for Physical AI",https://developer.nvidia.com/blog/introducing-nvidia-jetson-thor-the-ultimate-platform-for-physical-ai/,2025-08-25 17:57:00+0000,"Robotics is undergoing a revolution, moving beyond the era of specialist machines to generalist robotics. This shift moves away from single-purpose,..."
NVIDIA Technical Blog,"Introducing NVIDIA Jetson Thor, the Ultimate Platform for Physical AI",https://developer.nvidia.com/blog/introducing-nvidia-jetson-thor-the-ultimate-platform-for-physical-ai,2025-08-25 17:57:00+0000,"Robotics is undergoing a revolution, moving beyond the era of specialist machines to generalist robotics. This shift moves away from single-purpose,..."
NVIDIA Technical Blog,Inside NVIDIA Blackwell Ultra: The Chip Powering the AI Factory Era,https://developer.nvidia.com/blog/inside-nvidia-blackwell-ultra-the-chip-powering-the-ai-factory-era/,2025-08-22 17:58:00+0000,"As the latest member of the NVIDIA Blackwell architecture family, the NVIDIA Blackwell Ultra GPU builds on core innovations to accelerate training and AI..."
NVIDIA Technical Blog,Inside NVIDIA Blackwell Ultra: The Chip Powering the AI Factory Era,https://developer.nvidia.com/blog/inside-nvidia-blackwell-ultra-the-chip-powering-the-ai-factory-era,2025-08-22 17:58:00+0000,"As the latest member of the NVIDIA Blackwell architecture family, the NVIDIA Blackwell Ultra GPU builds on core innovations to accelerate training and AI..."
NVIDIA Technical Blog,NVIDIA Hardware Innovations and Open Source Contributions Are Shaping AI,https://developer.nvidia.com/blog/nvidia-hardware-innovations-and-open-source-contributions-are-shaping-ai/,2025-08-22 15:00:00+0000,"Open source AI models such as Cosmos, DeepSeek, Gemma, GPT-OSS, Llama, Nemotron, Phi, Qwen, and many more are the foundation of AI innovation. These models are..."
NVIDIA Technical Blog,NVIDIA Hardware Innovations and Open Source Contributions Are Shaping AI,https://developer.nvidia.com/blog/nvidia-hardware-innovations-and-open-source-contributions-are-shaping-ai,2025-08-22 15:00:00+0000,"Open source AI models such as Cosmos, DeepSeek, Gemma, GPT-OSS, Llama, Nemotron, Phi, Qwen, and many more are the foundation of AI innovation. These models are..."
Apple ML Research,SlowFast-LLaVA-1.5: A Family of Token-Efficient Video Large Language Models for Long-Form Video Understanding,https://machinelearning.apple.com/research/slowfast-llava,2025-08-22 00:00:00+0000,"We introduce SlowFast-LLaVA-1.5 (abbreviated as SF-LLaVA-1.5), a family of video large language models (LLMs) offering a token-efficient solution for long-form video understanding. We incorporate the two-stream SlowFast mechanism into a streamlined training pipeline, and perform joint video-image training on a carefully curated data mixture of only publicly available datasets. Our primary focus is on highly efficient model scales (1B and 3B), demonstrating that even relatively small Video LLMs can achieve state-of-the-art performance on video understanding, meeting the demand for…"
Apple ML Research,Checklists Are Better Than Reward Models For Aligning Language Models,https://machinelearning.apple.com/research/checklists-are-better,2025-08-22 00:00:00+0000,"Language models must be adapted to understand and follow user instructions. Reinforcement learning is widely used to facilitate this -- typically using fixed criteria such as ""helpfulness"" and ""harmfulness"". In our work, we instead propose using flexible, instruction-specific criteria as a means of broadening the impact that reinforcement learning can have in eliciting instruction following. We propose ""Reinforcement Learning from Checklist Feedback"" (RLCF). From instructions, we extract checklists and evaluate how well responses satisfy each item - using both AI judges and specialized…"
TechCrunch AI,Harvard dropouts to launch ‘always on’ AI smart glasses that listen and record every conversation,https://techcrunch.com/2025/08/20/harvard-dropouts-to-launch-always-on-ai-smart-glasses-that-listen-and-record-every-conversation/,2025-08-20 16:00:00+0000,"After developing a facial-recognition app for Meta’s Ray-Ban glasses and doxing random people, two former Harvard students are now launching a startup that makes smart glasses with an always-on microphone."
TechCrunch AI,Meta to add 100MW of solar power from US gear,https://techcrunch.com/2025/08/20/meta-to-add-100-mw-of-solar-power-from-u-s-gear/,2025-08-20 15:56:53+0000,The social media company is adding another tranche of solar to power a new AI data center in South Carolina.
NVIDIA Technical Blog,Reinforcement Learning with NVIDIA NeMo-RL: Megatron-Core Support for Optimized Training Throughput,https://developer.nvidia.com/blog/reinforcement-learning-with-nvidia-nemo-rl-megatron-core-support-for-optimized-training-throughput/,2025-08-20 15:15:16+0000,The initial release of NVIDIA NeMo-RL included training support through PyTorch DTensor (otherwise known as FSDP2). This backend enables native integration with...
